fipscode,varname,race_ethn,age,c_mn,se_tot,c_upr,c_lwr,county
25017,first_inv,AI/AN,18,0.5080501625067197,0.029926053282157944,0.5667052269397493,0.44939509807369016,MA: Middlesex
25017,first_victim,AI/AN,18,0.24819256889454344,0.02507985518057492,0.2973490850484703,0.1990360527406166,MA: Middlesex
25017,tpr,AI/AN,18,0.02841571446813089,0.009371530464570333,0.04678391417868874,0.010047514757573036,MA: Middlesex
26163,first_entry,AI/AN,18,0.02923974022709823,0.005825998772495863,0.04065869782119012,0.01782078263300634,MI: Wayne
26163,first_inv,AI/AN,18,0.27966637810586814,0.02111589626884393,0.32105353479280224,0.23827922141893404,MI: Wayne
26163,first_victim,AI/AN,18,0.0851725007577822,0.011390398390389522,0.10749768160294566,0.06284731991261873,MI: Wayne
26163,tpr,AI/AN,18,0.0023587004805832174,0.0016686947520799921,0.005629342194660002,0,MI: Wayne
32003,first_entry,AI/AN,18,0.0470932376039863,0.004603677473833358,0.056116445452699684,0.03807002975527292,NV: Clark
32003,first_inv,AI/AN,18,0.17570753159744523,0.008649400554575085,0.1926603566844124,0.15875470651047807,NV: Clark
32003,first_victim,AI/AN,18,0.038203133959273855,0.00404622414044849,0.0461337332745529,0.030272534643994813,NV: Clark
32003,tpr,AI/AN,18,0.005311581634673615,0.0015358712108883153,0.008321889208014712,0.002301274061332517,NV: Clark
36061,first_entry,AI/AN,18,0.008540527472029671,0.0012652539917263404,0.011020425295813298,0.006060629648246044,NY: New York
36061,first_inv,AI/AN,18,0.0632315369005303,0.0036493427218459154,0.07038424863534828,0.056078825165712304,NY: New York
36061,first_victim,AI/AN,18,0.02571564064617715,0.0018755013235936602,0.029391623240420724,0.02203965805193358,NY: New York
36061,tpr,AI/AN,18,3.2532655624695206e-4,3.1727255385431344e-4,9.471807618014064e-4,0,NY: New York
48029,first_entry,AI/AN,18,0.013283407515027101,0.0030626812081801123,0.01928626268306012,0.007280552346994081,TX: Bexar
48029,first_inv,AI/AN,18,0.10577025307093431,0.007375065739365343,0.12022538192009039,0.09131512422177823,TX: Bexar
48029,first_victim,AI/AN,18,0.02807270681101172,0.0039846543149324835,0.035882629268279384,0.02026278435374405,TX: Bexar
48029,tpr,AI/AN,18,0.006017219789123743,0.0019715235423353643,0.009881405932101057,0.002153033646146429,TX: Bexar
48113,first_entry,AI/AN,18,0.026922417698459114,0.003868888808037546,0.0345054397622127,0.019339395634705523,TX: Dallas
48113,first_inv,AI/AN,18,0.18947645658236717,0.008259330080339586,0.20566474353983277,0.17328816962490157,TX: Dallas
48113,first_victim,AI/AN,18,0.05339141716944071,0.004993154177504863,0.06317799935735025,0.04360483498153118,TX: Dallas
48113,tpr,AI/AN,18,0.0053518270419401215,0.0017150388758899978,0.008713303238684517,0.001990350845195726,TX: Dallas
48201,first_entry,AI/AN,18,0.004091662440559599,0.0012436728165404827,0.006529261160978945,0.0016540637201402524,TX: Harris
